ダウンロードした時刻：2025/07/05 23:26:59

,東京,東京,東京,東京,東京,東京
年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
2001/7/31,34.5,8,1,26.4,8,1
2001/8/1,36.3,8,1,25.9,8,1
2001/8/2,29.3,8,1,23.6,8,1
2001/8/3,31.5,8,1,23.1,8,1
2001/8/4,34.4,8,1,25.1,8,1
2001/8/5,27.7,8,1,23.4,8,1
2001/8/6,27.0,8,1,22.9,8,1
2001/8/7,25.8,8,1,23.4,8,1
2001/8/8,26.9,8,1,22.5,8,1
2001/8/9,29.7,8,1,22.7,8,1
2001/8/10,33.0,8,1,26.7,8,1
2001/8/11,30.2,8,1,23.5,8,1
2001/8/12,24.2,8,1,21.9,8,1
2001/8/13,31.0,8,1,21.5,8,1
2001/8/14,34.0,8,1,26.1,8,1
2001/8/15,30.6,8,1,24.0,8,1
2001/8/16,31.8,8,1,23.8,8,1
2001/8/17,31.7,8,1,23.2,8,1
2001/8/18,29.5,8,1,21.1,8,1
2001/8/19,28.4,8,1,19.6,8,1
2001/8/20,30.0,8,1,21.6,8,1
2001/8/21,27.3,8,1,21.9,8,1
2001/8/22,27.6,8,1,24.8,8,1
2001/8/23,33.0,8,1,25.2,8,1
2001/8/24,31.5,8,1,26.0,8,1
2001/8/25,32.0,8,1,24.6,8,1
2001/8/26,31.9,8,1,25.9,8,1
2001/8/27,29.8,8,1,24.2,8,1
2001/8/28,31.0,8,1,23.6,8,1
2001/8/29,29.8,8,1,24.2,8,1
2001/8/30,27.7,8,1,23.5,8,1
2001/8/31,26.4,8,1,22.2,8,1
2001/9/1,29.3,8,1,22.2,8,1
2001/9/2,28.6,8,1,22.6,8,1
2001/9/3,25.9,8,1,21.1,8,1
2001/9/4,25.2,8,1,20.5,8,1
2001/9/5,26.7,8,1,19.7,8,1
2001/9/6,25.9,8,1,21.1,8,1
2001/9/7,25.7,8,1,21.6,8,1
2001/9/8,28.9,8,1,22.0,8,1
2001/9/9,29.9,8,1,25.6,8,1
2001/9/10,28.4,8,1,25.7,8,1
2001/9/11,27.8,8,1,24.7,8,1
2001/9/12,32.6,8,1,24.6,8,1
2001/9/13,25.8,8,1,22.4,8,1
2001/9/14,27.7,8,1,22.4,8,1
2001/9/15,30.4,8,1,24.4,8,1
2001/9/16,28.6,8,1,22.8,8,1
2001/9/17,27.8,8,1,21.2,8,1
2001/9/18,30.5,8,1,24.6,8,1
2001/9/19,29.7,8,1,22.1,8,1
2001/9/20,22.5,8,1,19.9,8,1
2001/9/21,21.7,8,1,16.0,8,1
2001/9/22,18.8,8,1,14.4,8,1
2001/9/23,21.7,8,1,13.2,8,1
2001/9/24,25.4,8,1,13.2,8,1
2001/9/25,25.9,8,1,15.7,8,1
2001/9/26,26.1,8,1,18.2,8,1
2001/9/27,27.1,8,1,19.8,8,1
2001/9/28,23.9,8,1,18.4,8,1
2001/9/29,21.6,8,1,16.5,8,1
2001/9/30,21.1,8,1,16.5,8,1
2001/10/1,19.4,8,1,16.8,8,1
2001/10/2,28.5,8,1,18.4,8,1
2001/10/3,27.3,8,1,19.4,8,1
2001/10/4,24.1,8,1,18.0,8,1
2001/10/5,22.8,8,1,17.9,8,1
2001/10/6,26.7,8,1,19.3,8,1
2001/10/7,22.0,8,1,17.7,8,1
2001/10/8,18.4,8,1,15.1,8,1
2001/10/9,23.2,8,1,14.9,8,1
2001/10/10,19.9,8,1,14.5,8,1
2001/10/11,26.3,8,1,17.6,8,1
2001/10/12,25.2,8,1,19.4,8,1
2001/10/13,26.4,8,1,16.6,8,1
2001/10/14,24.7,8,1,17.0,8,1
2001/10/15,23.6,8,1,15.0,8,1
2001/10/16,24.2,8,1,14.8,8,1
2001/10/17,20.6,8,1,16.8,8,1
2001/10/18,17.6,8,1,12.9,8,1
2001/10/19,18.9,8,1,11.3,8,1
2001/10/20,20.3,8,1,11.8,8,1
2001/10/21,20.2,8,1,13.2,8,1
2001/10/22,21.3,8,1,14.0,8,1
2001/10/23,27.0,8,1,14.7,8,1
2001/10/24,22.3,8,1,15.7,8,1
2001/10/25,22.4,8,1,15.9,8,1
2001/10/26,20.6,8,1,14.4,8,1
2001/10/27,21.5,8,1,13.4,8,1
2001/10/28,21.1,8,1,13.4,8,1
2001/10/29,24.0,8,1,14.8,8,1
2001/10/30,16.8,8,1,12.3,8,1
2001/10/31,20.9,8,1,12.4,8,1
2001/11/1,21.4,8,1,14.2,8,1
2001/11/2,21.8,8,1,14.5,8,1
2001/11/3,18.1,8,1,12.2,8,1
2001/11/4,19.2,8,1,11.6,8,1
2001/11/5,16.1,8,1,9.0,8,1
2001/11/6,21.0,8,1,11.2,8,1
2001/11/7,15.4,8,1,10.9,8,1
2001/11/8,16.9,8,1,8.9,8,1
2001/11/9,13.8,8,1,11.6,8,1
2001/11/10,12.3,8,1,9.8,8,1
2001/11/11,16.4,8,1,8.1,8,1
2001/11/12,12.8,8,1,10.1,8,1
2001/11/13,14.8,8,1,9.1,8,1
2001/11/14,16.3,8,1,8.1,8,1
2001/11/15,14.5,8,1,8.7,8,1
2001/11/16,18.4,8,1,8.3,8,1
2001/11/17,16.7,8,1,9.3,8,1
2001/11/18,13.8,8,1,9.6,8,1
2001/11/19,15.4,8,1,7.7,8,1
2001/11/20,16.3,8,1,8.1,8,1
2001/11/21,16.7,8,1,9.2,8,1
2001/11/22,19.1,8,1,7.5,8,1
2001/11/23,18.6,8,1,9.9,8,1
2001/11/24,17.8,8,1,9.6,8,1
2001/11/25,17.8,8,1,7.4,8,1
2001/11/26,14.0,8,1,9.1,8,1
2001/11/27,14.2,8,1,7.2,8,1
2001/11/28,15.2,8,1,6.0,8,1
2001/11/29,17.1,8,1,6.4,8,1
2001/11/30,20.0,8,1,10.6,8,1
2001/12/1,14.9,8,1,9.2,8,1
2001/12/2,16.7,8,1,6.9,8,1
2001/12/3,15.7,8,1,8.7,8,1
2001/12/4,12.3,8,1,8.5,8,1
2001/12/5,12.9,8,1,8.2,8,1
2001/12/6,10.9,8,1,8.5,8,1
2001/12/7,12.5,8,1,7.0,8,1
2001/12/8,11.4,8,1,5.9,8,1
2001/12/9,12.7,8,1,5.2,8,1
2001/12/10,11.8,8,1,5.8,8,1
2001/12/11,10.8,8,1,4.4,8,1
2001/12/12,13.8,8,1,6.3,8,1
2001/12/13,12.9,8,1,6.7,8,1
2001/12/14,15.4,8,1,6.6,8,1
2001/12/15,12.6,8,1,4.1,8,1
2001/12/16,11.5,8,1,2.6,8,1
2001/12/17,12.0,8,1,2.8,8,1
2001/12/18,11.2,8,1,4.6,8,1
2001/12/19,11.9,8,1,2.8,8,1
2001/12/20,12.4,8,1,3.4,8,1
2001/12/21,6.9,8,1,2.5,8,1
2001/12/22,12.5,8,1,3.1,8,1
2001/12/23,10.6,8,1,2.2,8,1
2001/12/24,11.8,8,1,2.1,8,1
2001/12/25,8.4,8,1,5.7,8,1
2001/12/26,11.7,8,1,6.4,8,1
2001/12/27,9.9,8,1,3.3,8,1
2001/12/28,11.0,8,1,3.7,8,1
2001/12/29,9.2,8,1,2.8,8,1
2001/12/30,13.9,8,1,1.5,8,1
2001/12/31,10.5,8,1,0.9,8,1
2002/1/1,14.3,8,1,2.0,8,1
2002/1/2,9.9,8,1,1.7,8,1
2002/1/3,8.4,8,1,0.4,8,1
2002/1/4,12.0,8,1,-0.3,8,1
2002/1/5,8.8,8,1,2.7,8,1
2002/1/6,10.0,8,1,0.9,8,1
2002/1/7,7.3,8,1,1.6,8,1
2002/1/8,14.3,8,1,2.6,8,1
2002/1/9,11.2,8,1,4.0,8,1
2002/1/10,12.7,8,1,2.1,8,1
2002/1/11,15.4,8,1,4.7,8,1
2002/1/12,14.9,8,1,6.0,8,1
2002/1/13,13.7,8,1,7.6,8,1
2002/1/14,12.0,8,1,4.8,8,1
2002/1/15,18.1,8,1,4.9,8,1
2002/1/16,14.8,8,1,8.3,8,1
2002/1/17,8.5,8,1,5.2,8,1
2002/1/18,10.2,8,1,4.4,8,1
2002/1/19,7.9,8,1,3.0,8,1
2002/1/20,10.3,8,1,1.9,8,1
2002/1/21,14.7,8,1,4.9,8,1
2002/1/22,14.9,8,1,7.3,8,1
2002/1/23,12.1,8,1,2.8,8,1
2002/1/24,10.5,8,1,2.1,8,1
2002/1/25,11.2,8,1,3.9,8,1
2002/1/26,6.4,8,1,2.1,8,1
2002/1/27,12.1,8,1,2.3,8,1
2002/1/28,12.0,8,1,4.8,8,1
2002/1/29,9.2,8,1,1.6,8,1
2002/1/30,9.2,8,1,1.7,8,1
2002/1/31,9.2,8,1,3.7,8,1
2002/2/1,10.0,8,1,2.9,8,1
2002/2/2,11.2,8,1,2.9,8,1
2002/2/3,9.4,8,1,4.6,8,1
2002/2/4,10.5,8,1,5.1,8,1
2002/2/5,10.4,8,1,5.3,8,1
2002/2/6,13.2,8,1,5.6,8,1
2002/2/7,15.1,8,1,6.5,8,1
2002/2/8,14.9,8,1,5.8,8,1
2002/2/9,12.4,8,1,4.0,8,1
2002/2/10,5.5,8,1,2.1,8,1
2002/2/11,8.1,8,1,0.3,8,1
2002/2/12,9.2,8,1,1.2,8,1
2002/2/13,8.9,8,1,1.8,8,1
2002/2/14,9.8,8,1,1.4,8,1
2002/2/15,10.3,8,1,2.9,8,1
2002/2/16,12.4,8,1,2.4,8,1
2002/2/17,11.0,8,1,4.6,8,1
2002/2/18,13.9,8,1,3.6,8,1
2002/2/19,10.7,8,1,2.1,8,1
2002/2/20,14.4,8,1,4.6,8,1
2002/2/21,16.1,8,1,4.1,8,1
2002/2/22,17.7,8,1,8.3,8,1
2002/2/23,14.2,8,1,8.3,8,1
2002/2/24,13.4,8,1,6.0,8,1
2002/2/25,11.6,8,1,4.7,8,1
2002/2/26,12.6,8,1,6.2,8,1
2002/2/27,14.5,8,1,8.3,8,1
2002/2/28,12.0,8,1,8.0,8,1
2002/3/1,15.6,8,1,9.8,8,1
2002/3/2,15.4,8,1,9.1,8,1
2002/3/3,9.2,8,1,4.8,8,1
2002/3/4,12.6,8,1,3.9,8,1
2002/3/5,11.7,8,1,5.8,8,1
2002/3/6,15.8,8,1,6.4,8,1
2002/3/7,16.9,8,1,6.9,8,1
2002/3/8,13.3,8,1,4.9,8,1
2002/3/9,15.7,8,1,5.3,8,1
2002/3/10,19.8,8,1,6.2,8,1
2002/3/11,15.8,8,1,9.4,8,1
2002/3/12,19.3,8,1,7.1,8,1
2002/3/13,17.1,8,1,7.6,8,1
2002/3/14,19.1,8,1,7.1,8,1
2002/3/15,23.9,8,1,13.5,8,1
2002/3/16,17.1,8,1,11.8,8,1
2002/3/17,20.6,8,1,8.7,8,1
2002/3/18,20.0,8,1,11.3,8,1
2002/3/19,16.7,8,1,10.1,8,1
2002/3/20,18.3,8,1,10.8,8,1
2002/3/21,21.5,8,1,8.2,8,1
2002/3/22,19.4,8,1,10.2,8,1
2002/3/23,12.1,8,1,6.9,8,1
2002/3/24,13.4,8,1,6.2,8,1
2002/3/25,13.3,8,1,5.0,8,1
2002/3/26,10.9,8,1,7.5,8,1
2002/3/27,12.4,8,1,7.7,8,1
2002/3/28,15.8,8,1,6.3,8,1
2002/3/29,17.0,8,1,8.0,8,1
2002/3/30,22.3,8,1,11.9,8,1
2002/3/31,19.4,8,1,12.1,8,1
2002/4/1,19.2,8,1,10.7,8,1
2002/4/2,26.1,8,1,12.5,8,1
2002/4/3,22.5,8,1,13.3,8,1
2002/4/4,19.0,8,1,11.0,8,1
2002/4/5,20.1,8,1,10.5,8,1
2002/4/6,19.0,8,1,9.8,8,1
2002/4/7,20.1,8,1,9.1,8,1
2002/4/8,24.2,8,1,14.8,8,1
2002/4/9,22.2,8,1,11.3,8,1
2002/4/10,14.6,8,1,11.4,8,1
2002/4/11,17.4,8,1,11.6,8,1
2002/4/12,16.8,8,1,11.8,8,1
2002/4/13,17.8,8,1,10.6,8,1
2002/4/14,21.0,8,1,10.5,8,1
2002/4/15,28.0,8,1,13.6,8,1
2002/4/16,25.1,8,1,20.3,8,1
2002/4/17,23.8,8,1,16.9,8,1
2002/4/18,19.8,8,1,13.1,8,1
2002/4/19,19.9,8,1,12.7,8,1
2002/4/20,20.5,8,1,14.4,8,1
2002/4/21,16.9,8,1,13.3,8,1
2002/4/22,20.2,8,1,13.3,8,1
2002/4/23,20.8,8,1,13.4,8,1
2002/4/24,23.2,8,1,12.9,8,1
2002/4/25,18.8,8,1,11.6,8,1
2002/4/26,15.0,8,1,11.2,8,1
2002/4/27,17.6,8,1,10.0,8,1
2002/4/28,18.0,8,1,9.6,8,1
2002/4/29,20.5,8,1,10.0,8,1
2002/4/30,19.9,8,1,17.2,8,1
2002/5/1,23.0,8,1,16.1,8,1
2002/5/2,22.2,8,1,15.0,8,1
2002/5/3,23.7,8,1,13.7,8,1
2002/5/4,24.0,8,1,17.9,8,1
2002/5/5,27.5,8,1,20.0,8,1
2002/5/6,21.5,8,1,15.5,8,1
2002/5/7,16.2,8,1,12.5,8,1
2002/5/8,26.7,8,1,14.0,8,1
2002/5/9,16.9,8,1,13.4,8,1
2002/5/10,14.9,8,1,13.1,8,1
2002/5/11,18.7,8,1,12.7,8,1
2002/5/12,21.6,8,1,14.0,8,1
2002/5/13,16.8,8,1,12.4,8,1
2002/5/14,24.3,8,1,15.3,8,1
2002/5/15,24.7,8,1,14.6,8,1
2002/5/16,16.5,8,1,13.0,8,1
2002/5/17,15.9,8,1,12.7,8,1
2002/5/18,19.2,8,1,12.8,8,1
2002/5/19,24.4,8,1,15.5,8,1
2002/5/20,19.4,8,1,14.2,8,1
2002/5/21,22.8,8,1,13.8,8,1
2002/5/22,24.5,8,1,16.9,8,1
2002/5/23,23.8,8,1,19.1,8,1
2002/5/24,25.6,8,1,16.6,8,1
2002/5/25,26.3,8,1,15.3,8,1
2002/5/26,25.3,8,1,16.5,8,1
2002/5/27,23.6,8,1,16.4,8,1
2002/5/28,25.9,8,1,15.6,8,1
2002/5/29,25.0,8,1,17.0,8,1
2002/5/30,26.2,8,1,18.5,8,1
2002/5/31,24.9,8,1,20.0,8,1
2002/6/1,26.5,8,1,19.1,8,1
2002/6/2,29.7,8,1,19.8,8,1
2002/6/3,26.6,8,1,20.2,8,1
2002/6/4,29.7,8,1,20.3,8,1
2002/6/5,30.7,8,1,20.2,8,1
2002/6/6,26.6,8,1,18.4,8,1
2002/6/7,28.7,8,1,19.5,8,1
2002/6/8,28.9,8,1,21.3,8,1
2002/6/9,30.2,8,1,22.1,8,1
2002/6/10,29.4,8,1,21.1,8,1
2002/6/11,30.8,8,1,22.9,8,1
2002/6/12,26.4,8,1,17.0,8,1
2002/6/13,20.5,8,1,16.7,8,1
2002/6/14,22.2,8,1,19.3,8,1
2002/6/15,22.1,8,1,17.8,8,1
2002/6/16,24.4,8,1,20.5,8,1
2002/6/17,26.8,8,1,19.9,8,1
2002/6/18,22.7,8,1,17.9,8,1
2002/6/19,31.1,8,1,16.3,8,1
2002/6/20,24.7,8,1,18.4,8,1
2002/6/21,28.8,8,1,18.5,8,1
2002/6/22,20.5,8,1,16.5,8,1
2002/6/23,19.8,8,1,15.8,8,1
2002/6/24,22.9,8,1,16.3,8,1
2002/6/25,19.2,8,1,16.0,8,1
2002/6/26,18.0,8,1,15.8,8,1
2002/6/27,17.5,8,1,15.6,8,1
2002/6/28,25.1,8,1,16.0,8,1
2002/6/29,23.7,8,1,18.0,8,1
2002/6/30,25.3,8,1,19.4,8,1
2002/7/1,25.5,8,1,21.1,8,1
2002/7/2,27.2,8,1,22.6,8,1
2002/7/3,26.7,8,1,22.6,8,1
2002/7/4,31.5,8,1,23.4,8,1
2002/7/5,28.4,8,1,23.2,8,1
2002/7/6,30.6,8,1,24.8,8,1
2002/7/7,31.7,8,1,25.4,8,1
2002/7/8,33.0,8,1,26.4,8,1
2002/7/9,33.1,8,1,24.2,8,1
2002/7/10,28.2,8,1,24.9,8,1
2002/7/11,33.8,8,1,24.3,8,1
2002/7/12,32.3,8,1,25.5,8,1
2002/7/13,31.8,8,1,24.8,8,1
2002/7/14,34.2,8,1,25.5,8,1
2002/7/15,33.4,8,1,27.6,8,1
2002/7/16,31.5,8,1,23.7,8,1
2002/7/17,31.3,8,1,24.9,8,1
2002/7/18,32.3,8,1,25.8,8,1
2002/7/19,32.7,8,1,26.8,8,1
2002/7/20,34.6,8,1,26.9,8,1
2002/7/21,33.2,8,1,27.0,8,1
2002/7/22,33.3,8,1,27.3,8,1
2002/7/23,33.6,8,1,26.6,8,1
2002/7/24,31.6,8,1,23.9,8,1
2002/7/25,29.2,8,1,23.9,8,1
2002/7/26,33.9,8,1,26.5,8,1
2002/7/27,34.5,8,1,26.9,8,1
2002/7/28,29.6,8,1,23.7,8,1
2002/7/29,31.0,8,1,23.5,8,1
2002/7/30,33.2,8,1,26.4,8,1
2002/7/31,34.8,8,1,27.7,8,1
2002/8/1,35.6,8,1,25.5,8,1
2002/8/2,35.2,8,1,23.5,8,1
2002/8/3,32.3,8,1,24.5,8,1
2002/8/4,31.4,8,1,23.8,8,1
2002/8/5,34.1,8,1,24.7,8,1
2002/8/6,35.7,8,1,27.9,8,1
2002/8/7,34.3,8,1,27.5,8,1
2002/8/8,35.7,8,1,28.1,8,1
2002/8/9,34.5,8,1,27.8,8,1
2002/8/10,34.7,8,1,28.1,8,1
2002/8/11,35.8,8,1,25.4,8,1
2002/8/12,30.7,8,1,24.0,8,1
2002/8/13,33.5,8,1,25.0,8,1
2002/8/14,35.3,8,1,27.0,8,1
2002/8/15,34.5,8,1,27.6,8,1
2002/8/16,31.8,8,1,23.7,8,1
2002/8/17,29.4,8,1,22.8,8,1
2002/8/18,25.3,8,1,22.6,8,1
2002/8/19,27.5,8,1,23.6,8,1
2002/8/20,31.8,8,1,24.1,8,1
2002/8/21,30.4,8,1,22.6,8,1
2002/8/22,27.4,8,1,21.2,8,1
2002/8/23,23.9,8,1,20.7,8,1
2002/8/24,28.9,8,1,20.7,8,1
2002/8/25,31.6,8,1,23.4,8,1
2002/8/26,30.2,8,1,23.5,8,1
2002/8/27,31.8,8,1,23.9,8,1
2002/8/28,33.4,8,1,26.9,8,1
2002/8/29,33.5,8,1,26.6,8,1
2002/8/30,33.0,8,1,26.5,8,1
2002/8/31,32.3,8,1,26.6,8,1
2002/9/1,32.3,8,1,26.9,8,1
2002/9/2,33.9,8,1,26.3,8,1
2002/9/3,33.7,8,1,26.8,8,1
2002/9/4,33.2,8,1,27.0,8,1
2002/9/5,29.6,8,1,23.3,8,1
2002/9/6,24.3,8,1,22.3,8,1
2002/9/7,25.3,8,1,22.1,8,1
2002/9/8,28.5,8,1,22.3,8,1
2002/9/9,26.5,8,1,21.8,8,1
2002/9/10,26.6,8,1,21.4,8,1
2002/9/11,30.7,8,1,22.2,8,1
2002/9/12,32.6,8,1,24.2,8,1
2002/9/13,25.7,8,1,19.1,8,1
2002/9/14,20.1,8,1,18.3,8,1
2002/9/15,21.3,8,1,18.7,8,1
2002/9/16,20.6,8,1,18.1,8,1
2002/9/17,22.0,8,1,18.5,8,1
2002/9/18,27.9,8,1,20.0,8,1
2002/9/19,26.0,8,1,19.0,8,1
2002/9/20,27.5,8,1,17.0,8,1
2002/9/21,27.0,8,1,18.3,8,1
2002/9/22,22.5,8,1,17.1,8,1
2002/9/23,23.5,8,1,17.0,8,1
2002/9/24,24.7,8,1,17.9,8,1
2002/9/25,26.2,8,1,16.8,8,1
2002/9/26,22.9,8,1,17.3,8,1
2002/9/27,19.7,8,1,17.6,8,1
2002/9/28,20.3,8,1,15.4,8,1
2002/9/29,27.8,8,1,19.5,8,1
2002/9/30,23.6,8,1,18.5,8,1
2002/10/1,26.3,8,1,18.0,8,1
2002/10/2,29.4,8,1,20.7,8,1
2002/10/3,26.6,8,1,20.6,8,1
2002/10/4,28.1,8,1,19.1,8,1
2002/10/5,27.4,8,1,20.6,8,1
2002/10/6,25.1,8,1,19.5,8,1
2002/10/7,29.4,8,1,22.0,8,1
2002/10/8,22.5,8,1,19.5,8,1
2002/10/9,20.8,8,1,17.5,8,1
2002/10/10,24.0,8,1,16.1,8,1
2002/10/11,20.8,8,1,14.4,8,1
2002/10/12,22.2,8,1,12.6,8,1
2002/10/13,22.8,8,1,12.9,8,1
2002/10/14,25.7,8,1,14.6,8,1
2002/10/15,27.6,8,1,17.5,8,1
2002/10/16,27.1,8,1,15.7,8,1
2002/10/17,25.3,8,1,16.3,8,1
2002/10/18,21.9,8,1,16.6,8,1
2002/10/19,23.2,8,1,17.9,8,1
2002/10/20,19.3,8,1,15.4,8,1
2002/10/21,16.7,8,1,14.1,8,1
2002/10/22,21.9,8,1,12.2,8,1
2002/10/23,18.1,8,1,15.4,8,1
2002/10/24,16.3,8,1,12.3,8,1
2002/10/25,20.8,8,1,14.3,8,1
2002/10/26,17.1,8,1,13.1,8,1
2002/10/27,20.5,8,1,12.4,8,1
2002/10/28,20.5,8,1,10.5,8,1
2002/10/29,17.9,8,1,9.1,8,1
2002/10/30,18.5,8,1,9.1,8,1
2002/10/31,17.3,8,1,10.6,8,1
2002/11/1,14.9,8,1,11.1,8,1
2002/11/2,16.6,8,1,9.8,8,1
2002/11/3,18.4,8,1,6.8,8,1
2002/11/4,17.6,8,1,8.6,8,1
2002/11/5,15.1,8,1,6.7,8,1
2002/11/6,15.6,8,1,7.2,8,1
2002/11/7,12.3,8,1,7.0,8,1
2002/11/8,18.9,8,1,6.8,8,1
2002/11/9,15.1,8,1,6.3,8,1
2002/11/10,15.9,8,1,4.8,8,1
2002/11/11,16.5,8,1,7.1,8,1
2002/11/12,20.4,8,1,13.6,8,1
2002/11/13,17.1,8,1,10.9,8,1
2002/11/14,16.2,8,1,7.9,8,1
2002/11/15,15.0,8,1,9.3,8,1
2002/11/16,11.0,8,1,8.4,8,1
2002/11/17,12.0,8,1,8.3,8,1
2002/11/18,19.4,8,1,9.4,8,1
2002/11/19,12.5,8,1,8.7,8,1
2002/11/20,12.9,8,1,8.7,8,1
2002/11/21,17.2,8,1,9.0,8,1
2002/11/22,11.2,8,1,7.9,8,1
2002/11/23,10.4,8,1,7.1,8,1
2002/11/24,12.5,8,1,8.7,8,1
2002/11/25,12.7,8,1,8.9,8,1
2002/11/26,16.5,8,1,9.2,8,1
2002/11/27,15.8,8,1,6.7,8,1
2002/11/28,14.5,8,1,6.2,8,1
2002/11/29,13.9,8,1,6.7,8,1
2002/11/30,17.8,8,1,6.8,8,1
2002/12/1,11.8,8,1,9.1,8,1
2002/12/2,14.8,8,1,8.4,8,1
2002/12/3,13.9,8,1,7.4,8,1
2002/12/4,11.4,8,1,8.3,8,1
2002/12/5,18.7,8,1,8.2,8,1
2002/12/6,14.2,8,1,8.8,8,1
2002/12/7,9.4,8,1,3.9,8,1
2002/12/8,7.5,8,1,2.7,8,1
2002/12/9,3.0,8,1,0.8,8,1
2002/12/10,7.2,8,1,2.2,8,1
2002/12/11,8.9,8,1,1.2,8,1
2002/12/12,9.6,8,1,1.7,8,1
2002/12/13,9.7,8,1,3.1,8,1
2002/12/14,8.3,8,1,1.8,8,1
2002/12/15,10.0,8,1,2.0,8,1
2002/12/16,17.1,8,1,3.3,8,1
2002/12/17,16.2,8,1,7.3,8,1
2002/12/18,11.1,8,1,4.9,8,1
2002/12/19,10.9,8,1,6.5,8,1
2002/12/20,10.8,8,1,6.8,8,1
2002/12/21,8.1,8,1,3.2,8,1
2002/12/22,8.5,8,1,4.7,8,1
2002/12/23,9.0,8,1,3.7,8,1
2002/12/24,8.0,8,1,5.0,8,1
2002/12/25,12.3,8,1,3.3,8,1
2002/12/26,9.4,8,1,2.9,8,1
2002/12/27,8.3,8,1,0.6,8,1
2002/12/28,6.9,8,1,0.5,8,1
2002/12/29,10.2,8,1,0.0,8,1
2002/12/30,8.9,8,1,2.5,8,1
2002/12/31,9.3,8,1,1.6,8,1
2003/1/1,6.5,8,1,4.1,8,1
2003/1/2,6.5,8,1,1.0,8,1
2003/1/3,1.8,8,1,-0.6,8,1
2003/1/4,13.6,8,1,0.7,8,1
2003/1/5,9.7,8,1,0.7,8,1
2003/1/6,8.5,8,1,0.5,8,1
2003/1/7,8.2,8,1,1.6,8,1
2003/1/8,8.9,8,1,2.2,8,1
2003/1/9,8.7,8,1,1.5,8,1
2003/1/10,13.3,8,1,1.8,8,1
2003/1/11,11.1,8,1,5.5,8,1
2003/1/12,12.6,8,1,1.8,8,1
2003/1/13,11.7,8,1,3.9,8,1
2003/1/14,13.8,8,1,3.4,8,1
2003/1/15,6.9,8,1,1.0,8,1
2003/1/16,8.0,8,1,-0.8,8,1
2003/1/17,13.6,8,1,0.6,8,1
2003/1/18,10.5,8,1,5.5,8,1
2003/1/19,7.2,8,1,3.2,8,1
2003/1/20,10.2,8,1,3.3,8,1
2003/1/21,9.0,8,1,2.6,8,1
2003/1/22,8.7,8,1,1.8,8,1
2003/1/23,7.4,8,1,1.3,8,1
2003/1/24,9.0,8,1,2.4,8,1
2003/1/25,9.6,8,1,1.7,8,1
2003/1/26,8.4,8,1,2.9,8,1
2003/1/27,5.6,8,1,2.4,8,1
2003/1/28,13.2,8,1,4.5,8,1
2003/1/29,8.8,8,1,0.6,8,1
2003/1/30,8.6,8,1,-0.1,8,1
2003/1/31,10.0,8,1,-0.1,8,1
2003/2/1,9.0,8,1,2.5,8,1
2003/2/2,5.9,8,1,1.0,8,1
2003/2/3,8.7,8,1,0.9,8,1
2003/2/4,6.0,8,1,2.8,8,1
2003/2/5,8.0,8,1,2.4,8,1
2003/2/6,9.6,8,1,1.8,8,1
2003/2/7,10.6,8,1,1.4,8,1
2003/2/8,11.7,8,1,3.2,8,1
2003/2/9,14.5,8,1,5.0,8,1
2003/2/10,12.9,8,1,8.1,8,1
2003/2/11,9.8,8,1,8.1,8,1
2003/2/12,8.9,8,1,4.3,8,1
2003/2/13,10.1,8,1,2.8,8,1
2003/2/14,13.1,8,1,3.6,8,1
2003/2/15,10.5,8,1,3.6,8,1
2003/2/16,8.5,8,1,2.2,8,1
2003/2/17,13.0,8,1,2.6,8,1
2003/2/18,7.2,8,1,2.9,8,1
2003/2/19,9.3,8,1,3.1,8,1
2003/2/20,8.3,8,1,3.4,8,1
2003/2/21,11.4,8,1,4.1,8,1
2003/2/22,6.9,8,1,4.1,8,1
2003/2/23,9.2,8,1,4.8,8,1
2003/2/24,5.5,8,1,2.0,8,1
2003/2/25,10.9,8,1,1.0,8,1
2003/2/26,14.3,8,1,4.2,8,1
2003/2/27,12.4,8,1,3.0,8,1
2003/2/28,10.7,8,1,1.7,8,1
2003/3/1,8.7,8,1,3.2,8,1
2003/3/2,14.1,8,1,5.2,8,1
2003/3/3,17.2,8,1,5.4,8,1
2003/3/4,8.3,8,1,1.9,8,1
2003/3/5,9.1,8,1,1.1,8,1
2003/3/6,7.2,8,1,2.4,8,1
2003/3/7,10.2,8,1,2.6,8,1
2003/3/8,15.1,8,1,6.5,8,1
2003/3/9,11.0,8,1,3.6,8,1
2003/3/10,10.3,8,1,2.6,8,1
2003/3/11,9.2,8,1,2.4,8,1
2003/3/12,11.1,8,1,1.5,8,1
2003/3/13,10.1,8,1,2.8,8,1
2003/3/14,11.7,8,1,3.5,8,1
2003/3/15,10.2,8,1,6.3,8,1
2003/3/16,12.3,8,1,5.6,8,1
2003/3/17,7.6,8,1,4.2,8,1
2003/3/18,10.3,8,1,3.9,8,1
2003/3/19,11.9,8,1,3.5,8,1
2003/3/20,13.0,8,1,5.1,8,1
2003/3/21,11.6,8,1,3.7,8,1
2003/3/22,9.3,8,1,4.9,8,1
2003/3/23,14.8,8,1,5.9,8,1
2003/3/24,19.1,8,1,8.1,8,1
2003/3/25,14.2,8,1,9.8,8,1
